L_var_ID	LV16cellA	LV16cellB	LV16cellC	LV32cellA	LV32cellB	LV32cellC	LV4cellA	LV4cellB	LV4cellC	LVEGGA	LVEGGB	LVEGGC	LVGA	LVGB	LVGC	LVMBA	LVMBB	LVMBC	LVPRA	LVPRB	LVPRC
LVA_930.t1	2472.87	2423.75	2087.00	2655.17	3980.67	5188.75	2389.50	2081.33	2695.67	330.58	295.83	799.67	1334.17	731.33	863.33	998.23	855.67	1745.42	651.00	503.50	414.00
LVA_1202.t1	117	64	245	174	190	1024.00	30	52	44	38	25	65	1116.00	478	488	313	292	268	987	733	692.00
LVA_1165.t1.1.5f2bf3fe	209.75	165.25	312.83	233.42	377.50	621	437.67	372.92	623.92	401.55	693.42	259.97	274.36	118.25	196.25	102.75	223.92	148.17	355.33	244.00	283.52
LVA_1165.t1	193.58	153.75	285.83	212.92	348.50	553	390.17	336.42	576.92	363.30	620.42	234.80	260.86	111.75	183.75	96.75	204.92	132.67	323.83	222.00	261.02
LVA_337.t1	3	4	1	1	8	0	7	2	3	1	17.50	9.50	16	36.50	4	5	23	27	20	5	6
LVA_391.t1	8.67	10.33	5	2.50	3.50	18	4	6	6	5	4.50	28	361	289.50	240.50	205	171	80	383	498.50	400
LVA_196.t1	4.08	3	0.50	0.07	0	1.07	5.12	0	0.18	2.81	0	0	8.92	3.59	3.86	3.51	5.28	6.85	5.68	2.40	2.52
LVA_1453.t1	7	7	4	5	330	2	4	0	4	2	6	4	4	109	2	2	11	4	4	11	109
LVA_1064.t1	1.00	0	0	1.83	0.33	0	0	2.33	0	0	0	0	6.33	3.50	2.50	2.33	0	0.33	1.33	1.92	0.67
LVA_320.t1	0	0	0	0	0	0	0	0	0	0	0	0	27	6	12	1	0	0	27	12	26
LVA_163.t1	3662	4426.00	3799	3873.33	4520.00	2132.67	2790	3409	2596.00	878	692	1342	1173.00	542.17	613	1028.33	683	803.00	701.50	605	503
LVA_1442.t1	30.78	18.90	38.03	207.00	286.09	274.53	0.20	0	0.65	0.17	0.33	0	166.18	334.73	449.91	1916.06	1345.80	1874.50	35.02	1.03	2.22
LVA_679.t1	2	5.50	0.50	0	0	0	0	1	0.50	2.50	0.50	0	1	0	0.50	0	0	0	0.50	4	10.50
LVA_903.t1	317.50	325	191	120.50	423	305.50	417.33	564	509.00	767.25	791.50	717	943.50	522	602.75	1094.50	1114.25	1084.50	496	298	341.67
LVA_425.t1	68	71	66	63	26	116	27	10	31	5	3	11	4	1	17	0	0	2	39	12	6
LVA_1251.t1	181.17	185.17	102.58	102.83	64.42	197.42	98.00	95.83	70.17	28.17	20	49.83	85.83	57.83	73.83	29.08	61.67	70.33	54.75	24.75	34.50
LVA_1258.t1	8	5	4	12	19	2	87	13	2	4	4	7	1	5	30	0	31	0	29	13	3
LVA_593.t1	99	93	87	108	156.00	195	68	89	154	25	99	227	6818	7332	8083.00	1395.00	2291	1675.00	15376.00	9692.00	10346.00
LVA_1271.t1	145	208	162	119	240	301	334	94	125	24	8	20	11	26	29	14	3	9	14	35	18
LVA_81.t1	0	0	0	0	10.50	0	0	0	0	0	0	0.50	3.87	0.14	1	0	1	0	5.33	0	1
LVA_1172.t1	0	0	0	0	1	9.50	0	0.50	0	0	0	0	5	3	4	1.50	2.50	24.50	13.50	1.50	0
LVA_746.t2	2068.33	2508.17	1358.17	1498.20	2243.85	2504.68	1921.00	1589.23	2583.25	210.58	281.33	458.33	931.20	415.98	698.80	526	477.33	733.03	538.85	299.08	352.75
LVA_746.t1	2067.33	2503.17	1357.17	1496.20	2240.85	2503.68	1919.00	1589.23	2579.25	210.58	280.33	457.33	929.20	414.98	694.80	524	475.83	732.03	534.85	297.58	351.75
LVA_1054.t1	0	0	0	0	0	0	0	0	0	0	0.12	0	1.37	1.33	1.27	0.42	1.39	0	0.17	0	0.27
LVA_1436.t1	218.50	250	104.33	333.50	550.50	646	4.50	1	2.50	0	0	0	7	0	2.50	11.50	14.50	3.50	0	0	1.50
LVA_1312.t1	582	626	393	413	508	726	360	322	494	217	568	262	198	110	157	101	122	119	164	107	115
LVA_886.t1	11.64	12.53	11.51	16.37	2.74	3.37	0	20.28	5.84	5.78	6.66	2.24	1.68	0.50	0	0	0.92	1.58	0.12	2.47	2.74
LVA_20.t1	612	444	650	704	992	1086	691	761	566	348	422	521	852	523	618	353	593	348	939	652	656
LVA_612.t1	2	0	3	1	1	1	0	0	0	3	0	0	6	1	3	3	3	6	1	1	1
LVA_1477.t1	90	140	106	110	93	53	93	151	131.50	8	27	60	243	109	124	29	86.00	47	163	72	72
LVA_1116.t1	0.50	0	0.50	1	0.50	2.50	5.50	3.50	3	0	0	3.50	2	0.50	4	0.50	1	0.50	3	2	0.50
LVA_1485.t1	762	809	501.50	238.50	539	809	193	511	472	35	41	97	2156	1660.50	1395	937.50	935.50	1144	1804.00	1086	1129
LVA_1297.t1	0	0	1	1	0	0	0	1	0	0	1	0	13	7	0	2	0	1	2	0	1
LVA_1148.t1	0	0.50	0.50	0	1	1	1.50	0	0	0	0	0	4.50	2	2	2	3	0.50	1.50	1.50	2
LVA_16.t1	1	1	3	2	9	8	4	3	14	5	14	8	82	100	64	44	85	68	280	258	313.50
LVA_665.t1	0	0	0	0	6	0	0.50	0	0.50	2	0	1.50	0	1	2	0	0	1.75	7	0.50	49.75
LVA_88.t1	0	1	0	0	8	3	0	2	4	0	3	3	10	2	1	3	0	0	4	5	2
LVA_1325.t1	240	321.50	182.50	293	94.50	176.50	184	330	124	147	23	146	80	71	477.50	81	36	29	324.50	214.50	219.50
LVA_1134.t1	0	0.50	0	0	0	2.17	0	0	0	0	0	0	0	0	0	0	1	0	0.50	0.50	0
LVA_267.t1	0	0	0	0	0	0	0	0	0	0	0	0	1.18	0.33	0.44	0	0	0	0.20	0.14	0
LVA_526.t1	2	9	0	0	2	1	2.50	1.50	4.33	4	0	1.50	0.33	14.67	3.33	0.67	4.50	2.50	2.83	0.83	1.33
LVA_1042.t1	0	0	0	0	0	0	0	0.50	0	0	0	0	0.50	0	0	0	0.50	0	0	1	0.50
LVA_1226.t1	438	522	235	189	352	249	306	243	372	89	169	138	181	92	139	80	89	68	181	144	133
LVA_1189.t1	550	695	343.00	114	336	255	231	86	184	492	868	934	3729.00	2465	2416	1384	1479.50	1049.00	5817.00	4750	4966
LVA_43.t1	0	1	0	1	1	0	0	0	2	0	2	0	1	1	1	1	0	0	12	3	3
LVA_23.t1	2959.16	3471.32	3251.82	3205.65	5034.31	4580.48	4789.82	2217.33	4387.23	1949.83	1056.83	1780.83	2790.32	1578.16	2571.99	1115.66	1134.66	1808.66	2287.16	1548.83	1608.16
LVA_23.t1.1.5f2bf3dd	2669.16	3178.32	2950.82	2955.65	4691.31	4222.48	4352.82	2047.33	4068.23	1864.83	1012.83	1667.83	2600.32	1428.16	2358.99	1046.66	1056.66	1675.66	2068.16	1395.83	1452.16
LVA_23.t2	721.66	853.32	778.32	773.65	1355.31	1104.98	922.32	530.33	968.99	451.33	284.33	381.33	577.32	327.66	498.99	244.66	257.66	397.66	415.66	309.33	312.66
LVA_1199.t1	0	0.33	0	0	0.25	0	0	6.03	0	0.83	0	0	0	1.33	1	0.25	0	0.25	0.25	0	0.17
LVA_1175.t1_LVA_1178.t1	846.33	972.83	249.20	276.33	882.17	1086.88	427.17	579.33	383.33	59.33	73	111.50	419.33	310	312.50	232.50	203.83	190.33	500.83	368.67	376.33
LVA_779.t1	0	0	0	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_933.t1	31.50	33.50	21.50	21.50	59	23	19	5	8	4	4	2	45.50	14	4.50	4.50	24	8.75	26	205.67	60.50
LVA_1490.t1	63	97	63	102	62	20	85	66	32	17	58	21	932	721	846	310	681	2016.00	619.50	333.33	403.50
LVA_1488.t1	1	1	0	0	0	1	0	0	0	0	0	0	4	8	34	4	2	25	26	8	0
LVA_1218.t1	0	0	0	0.12	0.12	0	0.50	0.38	0	0	0	0	2.39	0.25	0.12	0.35	0.58	0	0.47	0.33	0.10
LVA_943.t1_LVA_945.t1_LVA_949.t1	0.50	1	0.67	0.50	10.50	3.33	5.83	1.50	7.17	2.50	1	11.50	6.50	5.50	28.42	4.33	2	16.73	57.92	16.50	89.08
LVA_622.t1	0	0	0.45	1.07	2.43	3.67	2.52	0.40	0	19.43	0.70	0.37	62.41	47.65	41.57	37.18	57.75	56.07	52.07	23.78	27.15
LVA_172.t1	674.17	893.67	542.33	520.17	806.08	535.83	291.37	394.50	547.00	81	90	170.50	551.67	225.33	250.75	199.17	290.50	220.83	419.50	410.00	402.17
LVA_921.t1	33	50.50	29	45.50	88.50	42	35.50	33.50	84	24	22	16	82.50	58.50	59	59.50	42	70.50	76.50	51.50	56.50
LVA_173.t1	352.67	483.83	328.50	258.50	419.00	286.67	77.33	137.33	215.50	28	48.33	45	241.83	175.00	129.50	89.83	151.00	154.50	205	227.50	220.83
LVA_1384.t1	37	38.00	28	21	42	30	5	12	30	13	8	11	9	1	3	10	5	1	14	18	12
LVA_1457.t1	393	382	292	258	795	673.00	183	428	335	26	18	90	148	235	230	76	98	121	270	116	170
LVA_1394.t1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_444.t1	0	0.14	3.06	0	1.94	1.40	10.67	0	0.24	0	0.30	0	1.68	0.49	5.14	3.16	2.33	1.01	4.94	3.07	0.66
LVA_236.t1	235	137.50	230	259	594.50	339.50	245.50	247	226	50	33.50	197	1965.33	1037.00	1153.50	398.00	487	506.50	860	648.00	683
LVA_1486.t1	0	0	0	2	1	1	0	1	0	0	1	4	13	8	23	1	6	26	19	5	2
LVA_1138.t1	0	0	0.50	0	0	2	0	0	0.50	0	2	0	8.50	8.50	7	1	1.50	3.50	49.50	32	32.50
LVA_587.t1	1805	2872	3136	268	3056.00	2361.67	3643.00	4795.00	2927.00	167	352.00	563	582	307.00	438.50	174	141	182	353.00	155	211
LVA_493.t1	4	7	1	0	55	0	6	32	1	0	1	0	32	5	2	36	1	0	42	55	28
LVA_229.t1	1083	1515.00	590.00	205	695	1001	1547.00	1081	1382.00	980	502	628	1243.50	754.50	749	554.00	582.50	460	984	737	732
LVA_816.t1	196.17	272.00	159.90	45.67	125.50	147.50	174.50	117	190	33	56	81	131.50	71.50	69	139	145.50	126.50	196	116.50	119.50
LVA_1559.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LVA_57.t1	0	0	0	0	0	0	0	0	0.65	0	1.24	0	0.87	0.20	0	0	0	0.20	0	0	0
LVA_436.t1	1484.60	1925.40	1723.90	897.37	1502.00	1091.03	1204.87	923.23	1337.83	460.17	318.50	356.07	193.70	191.73	298.10	129.50	147.53	110.00	271.53	171.23	258.67
LVA_1403.t1	7	10	6	24	17	1042	8	10	38	3	3	2	211	146	151	247	249	259	121.00	119	128
LVA_204.t1	0	0	0	0	0	0	0	90	0	0	1	0	1	11	0	3	6	1	4	4	0
LVA_364.t1	10.19	12.01	9.33	3.86	11.78	16.28	3.90	9.87	9.86	1	1.75	1.00	40.07	106.98	44.89	8.30	4.58	9.57	106.33	50.39	60.88
LVA_869.t1	1	0	0.50	0	0	0.50	2	0	1.33	0.50	2.00	0	1.17	0	4.50	1	37.67	1.50	4	6	3
LVA_365.t1	3.27	8.44	3.58	3.74	7.88	8.93	2.48	3.36	6.08	0.48	0	1	9.39	1.14	5.76	1.75	2	1.00	13.40	8.17	4.34
LVA_399.t1	1039	728	785	612	2496.00	145	3659.00	259	1895.00	307	383	618	3264.00	1481	1826	257	58	182	380	182	199
LVA_1183.t1	0	0	22	0	0	8	0	0	0	1	0	0	0	17	0	1	0	1	17	9	9
LVA_119.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0.50	0	0	0	0	1.50	1	0
LVA_1295.t1	2787	3406	3079.00	1788	3680.00	5395	1440	1506	1870	429	777	897	6455.50	3849	4148	2575.00	2658	3110.00	3638	2916.00	2782.00
LVA_1301.t1	11	9	5	19	11	6	4	8	189	0	13	7	77	61	49.00	37	17	46	66	123	52
LVA_253.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_287.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.20	0	0.14	1.03	0	0	0	4.10	0
LVA_689.t1	109.50	131.00	25.83	12.83	126.17	16.67	25.50	68.47	5.83	83.00	7.67	99.67	425.67	533.00	417.67	93.00	41.50	28.33	548.17	307.50	280.83
LVA_1392.t1	0	0	0.10	0.33	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.75	0
LVA_866.t1	0	0	0	0	0.33	1.33	0	0	0.33	0	0	0	5.33	10.58	14.36	16.82	34.61	3.25	16.61	10.94	9.08
LVA_1069.t1	2.50	0	0	0	0	3	1	0	2.50	6	1.50	1.50	4	9	7.50	11	13	34.50	48.50	101	102
LVA_581.t1	4	1	0	2	18	8	0	10	2	0	0	3	4	26	1	3	2	0	0	8	36
LVA_1540.t1	936	1186	616	618	1017	982.00	448	507	540	54	75	412	603	409	290.00	140	312	292	595	557	509
LVA_70.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_968.t1	167.50	241.61	103	35.50	278	128	134.67	298.17	229.17	219.50	127	233.33	400.40	191	289.50	124.67	103.50	103.17	332.83	189.17	197.50
LVA_1006.t1	305	408.08	309.50	222.50	598.90	361	402.83	421.67	449.33	134	85.50	185.50	1286.25	1077.83	986	703.50	514.50	468	723	464.50	515.25
LVA_683.t2	445.29	523.27	259.18	241.44	515.89	441.18	111.20	245.77	375.14	91.08	141.92	94.39	111.20	81.30	98.12	44.71	54.10	21.91	149.10	100.96	112.28
LVA_683.t1	445.29	523.27	259.18	241.44	515.89	441.18	111.20	245.77	375.14	91.08	141.92	94.39	111.20	81.30	98.12	44.71	54.10	21.91	149.10	100.96	112.28
LVA_494.t1	548.03	621.11	523.13	388.76	641.38	918.22	899.72	694.86	593.44	242.31	1230.07	1146.59	980.61	671.83	1053.17	863.47	1056.22	1736.92	586.58	346.91	373.95
LVA_494.t1.1.5f2bf3e5	536.78	607.86	511.63	381.26	620.63	902.47	876.97	666.61	579.94	235.81	1198.32	1118.84	934.86	639.83	994.17	828.47	1011.72	1654.17	570.08	335.41	363.70
LVA_494.t1.2.5f2bf3e5	477.20	543.95	458.80	334.60	542.55	787.39	759.39	584.20	503.95	206.15	984.24	961.59	844.44	567.50	900.34	734.14	898.56	1481.59	481.25	298.25	304.95
LVA_494.t1.3.5f2bf3e5	488.70	554.45	464.30	342.10	553.05	808.39	774.39	600.20	520.45	220.15	1012.24	976.09	876.44	584.00	928.84	755.64	915.06	1501.59	506.75	309.25	318.95
LVA_494.t1.4.5f2bf3e5	347.78	386.11	324.63	255.76	434.88	607.47	574.47	456.11	385.69	161.81	831.07	738.34	693.61	484.33	777.92	648.22	740.72	1245.67	426.58	236.16	262.45
LVA_1353.t1	0	0	0.50	0	0	3.12	0	2.51	1.18	0	0.33	0	0.33	0	0	3.12	0	0	0.20	0	0
LVA_417.t1	2	0	0	1	7	3	1	2	1	9	9	34	307	154	202	6	3	1	338	255	213
LVA_946.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0.33	0	0.33	2.17	0.33	0.33
LVA_694.t1	6.50	7.50	2	1.83	7	1.20	6.98	9.50	29.33	7.25	30.37	12	6.87	8.20	9.73	2.20	2.50	1.83	3.50	0.33	4.67
LVA_83.t1	3	1	0	7	4	2	6	7	3	4	6	62	1	1.20	11	0.20	0	1	43	23	44
LVA_673.t1	219.21	89.98	618.94	293.51	502.75	274.79	276.31	648.99	556.88	55.17	73.83	87.83	260.50	169.98	172.45	116.23	110.29	192.79	184.93	137.00	111.14
LVA_723.t1	88.75	106.25	93.25	63	200	95	92	71.25	118.25	19.25	20.50	48.50	331.88	270.58	296	181.75	129.75	107.50	201.50	135.75	150.12
LVA_723.t1.1.5f2bf3f4	88.75	100.75	91.25	64.50	193	102.50	86	66.25	120.75	21.25	24	48.50	412.88	349.08	348	238.75	182.25	150	219	138.25	168.62
LVA_1273.t1	67	61	15	420	82	72	59	76	74	119	40	119	30	65	15	45	56	5	52	178	148.00
LVA_1186.t1	4910	5654.14	2608	3035.00	4571.00	5191	4655	3198.00	3915.00	5629	7669	4687	7836.00	4740.00	4748.00	4009	4269.00	5978	4330	3513	3218
LVA_86.t1	7	13	19.50	62.50	4.50	13.50	4.50	169.17	0.50	3.50	1	21	32.67	20.50	14.50	5	2	1	14.83	12.50	10
LVA_1270.t1	1981	2580.50	1364.33	1720	3282	2940	1273	941.14	1096	632.50	402	471	357	308	282	286	402	382	191	123	129
LVA_551.t1_LVA_553.t1	52	78	6	154	31	65.33	1	8	23	0	22	109	172	30	95	100	143	114	234	172	245
LVA_588.t1	322.50	328.75	179.67	209.50	307.25	291	110.42	101.83	208.58	56	41	60	143.33	100.50	96	192.50	166	177.50	71	39.50	51.83
LVA_991.t1	1.17	2	0.67	0.33	2.67	1	0.50	2.17	4.00	1.33	5.50	0.50	10.17	2.33	5.00	3.00	4.83	3.00	1.67	2.33	0.83
LVA_944.t1	0.50	0.38	0.10	0.10	1.67	4.23	0.22	0.29	0.10	0	0.10	0.27	5.03	9.28	12.69	1.67	16.22	4.30	6.39	3.93	1.22
LVA_1075.t1	3	3.50	2.50	1	3.50	8	5	2.50	4.50	0	0.50	0	0.50	3.50	1	2.50	0.50	0	3	2	3
LVA_912.t1	85.33	83.33	34.50	106	99	105.50	52.50	42.50	33	31	36	26	424.33	302.50	272	416.83	279.83	392.17	212.50	166.50	168.75
LVA_768.t1	745	900	730.83	470.67	792	682	440	772	557.50	440	310	437.50	614.50	466.83	490	505.33	442	591	290.50	275	269.50
LVA_1182.t1	0	0	0	0	0	0	7	0	0	1	0	0	1	18	2	3	1	7	0	2	0
LVA_1280.t1	46	50	40	50	98	31	74	47	66	4	10	18	0	2	1	2	1	2	18	23	15
LVA_298.t1	1	0	0	0	0	0.10	0	0	0	0	0	0.50	11.83	1.89	9.91	4.59	0.17	4.75	9.80	2.09	0.59
LVA_1362.t1	0	0	0	0	0	0.50	0	0.20	0.17	0	0.17	0	0	0	0	0	0	0	0	0	0
LVA_915.t1	0.33	0.33	0.67	1.50	0.33	1.17	0	0.50	0.33	0.33	0.50	5.33	235.16	202.33	259.66	1015.96	506.32	990.02	55.66	23.33	21.33
LVA_915.t1.1.5f2bf3fc	0.33	0.33	0.67	0.50	0.33	1.17	0	0.50	0.33	0.33	0.50	3.33	201.16	181.33	231.66	864.96	435.32	830.02	60.66	25.33	23.83
LVA_915.t1.2.5f2bf40d	0.33	0.33	0.67	0.50	0.33	1.17	1	0.50	0.33	0.33	0.50	3.33	198.66	181.33	229.16	868.46	433.32	830.02	54.66	29.83	22.33
LVA_265.t1	0	0	0	0	0	0	0	0	0	0	0	0	2.08	0	23.66	34.67	0	0.73	27.21	12.32	4.27
LVA_290.t1	0	0	0.17	0.25	0	0.10	0	0	0.20	0	0	0	2.85	4.14	4.63	4.15	1.20	1.39	5.17	2.61	0.96
LVA_137.t1	1.08	0	1.62	0	2.17	6.33	0	2.45	0	0	0.25	0.58	1.08	0.67	0.20	0.20	1.08	1.53	0.20	0.20	0.50
LVA_1360.t1	0	0	0.25	0	1	0.81	0	0.94	2.08	0	0	0	0.33	0	0	0.83	0	0	0.20	0	0
LVA_843.t1	4.33	8.00	0	4.50	12.33	10.83	2	2.83	9.17	0	11.50	0.50	134.08	200.08	186.17	103.17	65.17	109.08	283.58	148.67	170.25
LVA_649.t1	66	118.50	17	7	112.50	7.50	19	16.50	3.50	23.50	6	48.50	234	135	276.50	157.50	126	259.50	274.50	162.50	150
LVA_1320.t1	807	1058	827	497	914	914	1071	372	602	46	58	64	1666	1031	1236.00	1200.00	1296	1751	822	471	523
LVA_127.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_1333.t1	4	0	2	1	0	0	0	1	9	0	4	1	4	3	3	4	1	9	51	36	26
LVA_704.t1	129.50	163	83.50	119	29	63.50	116	66.50	244.50	15.50	37.50	55.50	249.50	94.75	129	75.17	51	83.33	122.50	64	59
LVA_325.t1	0	0	0	0	0	0	0	0	0	0	0	0	20.52	5.72	13.22	0	0	0	6.15	3.03	4.32
LVA_803.t1	0.50	0	0	3.50	2	11	2.50	7.17	1	2	1.50	7	6.50	11.50	5	2.50	9	1	13.50	14.50	16
LVA_1560.t1	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0.12	0	0	0.25	0	0
LVA_1465.t1	1192.67	1669.00	482.50	419.50	823.50	1608	574	404	875.67	167	975	271	239	166	107	155.50	151	203	90	95	90
LVA_237.t1	949.50	1133	1052	246.50	451.50	366	659.50	838.50	1157.50	222	157	367	334	264	329.50	228.50	285	192	347.50	285.50	252
LVA_237.t1.1.5f2bf3e0	946.50	1128	1036	246.50	450.50	366	657.50	839.50	1152.50	220	156	364	334	263	329.50	227.50	285	191	346.50	285.50	252
LVA_1109.t1	0	0	0	0.50	2.75	4.37	0	0	0	0	1	0	2.48	3	1	8.28	2.58	7.62	4.06	13.67	13.49
LVA_560.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0	0.17	0.29	0.31	0	0.33	0.17	0
LVA_1132.t1	0	0	0	0	0	0	0	0	0	1.25	0	0.50	0	0	0.20	0.25	0.25	0	0.50	0	0.14
LVA_839.t1	1	2	0.50	0.50	0	0.50	0	0	1.50	0	0	0	0	0.50	0	0	0.50	0	0	0	0
LVA_601.t1	2959.00	3367.00	3143.00	2306.00	3738.00	3145.00	2417.00	2684.00	4539.00	680	809.00	642.00	1053.00	869.00	908.00	913.00	812	1229.00	804.00	667.00	635
LVA_626.t1	58.50	90	27	14	53.50	82.50	124	11	0	39	0.50	73.50	80.50	31	31.50	36	19.50	18	23	10	17.50
LVA_1146.t1	0	1	0.50	1	8.50	1.50	1	2	0	2	0	2.50	21.50	9	28	4	8.50	9.50	20	3	16.50
LVA_691.t1	6	3.50	2	6	10.50	5	5	2	17	5	3	4	3	4	6	2	6	4	7	3	2
LVA_911.t1	0	0	0	0	0	6.50	0	0.50	0	0	0	0	5	3.50	3	1.50	1	11.33	8.50	0.50	0
LVA_1233.t1_LVA_1234.t1	145.33	203.18	71.05	23.00	69.67	132.30	68.87	16.25	12.00	0.83	2	2	57.00	149.07	66.05	22.86	140.05	31.58	226.69	95.18	114.08
LVA_90.t2	0.50	3.75	0	0	0.50	0	0	0	0	0	3.50	0.50	1	2.50	0.33	0	0.50	0	19.25	10.25	8.50
LVA_90.t1	0.50	3.75	0	0	0.50	0	0	0	0	0	0.50	0.50	3	2.50	0.33	0	0.50	0	7.25	5.25	5.50
LVA_1418.t1	180.00	166	153	105	164.50	212.33	81	118	84.50	29.50	20	69.50	53.50	53.50	37	24	27	20.25	98.50	73.50	59.25
LVA_1418.t2	178.00	165	149	105	164.50	210.33	80	118	82.50	29.50	20	68.50	52.50	53.50	37	23	27	20.25	98.50	73.50	59.25
LVA_1491.t1	4	7	2.50	15	51.50	22	9.83	7.50	3.83	37	6.50	4	358	363.50	355	236	506	705	266.50	165.83	103
LVA_159.t1	696	767	456	516	1063	350	912	1198	455	70	30	43	552	435	652	474	428	705	559	337	295
LVA_188.t1	836	834.00	655.00	290.50	1014.00	338	332	474	620	148	121	177	959.00	589	464.50	482	337	825	1243.50	1219.50	1534.50
LVA_844.t1	0	0.12	0.33	4.50	1.50	16.00	1.62	0	3.33	0	0.83	0.83	29.08	41.08	44.04	44.67	21.98	27.81	89.79	40.67	20.79
LVA_764.t1	29	29.50	11	21.50	22	38	11.50	10	36.50	3	10.50	41.50	343	209	168.50	129.50	189	126.50	242	230	230.50
LVA_1505.t1	0.50	3.50	0	0	0	0	3	2	0.50	19	1	1.50	2	1	1	0	1	2	2	0	0.83
LVA_1411.t1	43	58	25	13	20	7	7	7	8	1	7	37	332	75	448	21	188	293	703	49	43
LVA_883.t1	0	0.50	0.50	0	1	1	1.50	0	0	0	0	0	4.50	2	2	2	3	0.50	1.50	1.50	2
LVA_1387.t1	0	0	1	0	1	2	1	6	2	1	0	1	1	1	0	1	0	1	1	2	2
LVA_875.t2	66.88	83.09	60.12	26.34	66.48	72.98	18.87	26.71	47.94	4.84	15.56	10.16	146.96	82.04	92.30	88.45	80.62	119.14	51.05	44.91	45.15
LVA_875.t2.1.5f2bf3ec	65.13	78.84	58.12	25.34	59.98	70.98	18.37	24.46	46.44	4.84	15.06	9.91	151.71	81.29	92.30	84.70	77.62	118.39	51.30	43.66	48.40
LVA_875.t2.2.5f2bf3ec	66.88	82.97	60.12	26.34	66.48	72.98	18.87	26.71	47.94	4.84	15.56	10.16	146.96	82.04	92.30	88.45	80.62	119.14	51.05	44.91	45.15
LVA_875.t2.3.5f2bf3ec	54.36	63.87	45.59	24.29	50.63	58.86	16.50	23.21	41.89	5.79	13.86	9.29	93.03	48.64	63.43	51.18	53.05	73.64	41.43	36.53	42.15
LVA_875.t2.4.5f2bf3ec	65.13	78.72	58.12	25.34	59.98	70.98	18.37	24.46	46.44	4.84	15.06	9.91	151.71	81.29	92.30	84.70	77.62	118.39	51.30	43.66	48.40
LVA_875.t2.5.5f2bf3ec	54.36	63.99	45.59	24.29	50.63	58.86	16.50	23.21	41.89	5.79	13.86	9.29	93.03	48.64	63.43	51.18	53.05	73.64	41.43	36.53	42.15
LVA_875.t1	48.26	58.59	40.99	20.09	44.98	53.86	15.00	18.71	36.94	4.09	13.06	7.79	96.58	50.54	62.43	54.58	52.75	74.04	36.43	33.28	35.90
LVA_721.t1	65.50	75.17	53	91.50	115	73	31	58	46.50	28.50	22.50	49.50	5.50	2.50	5.50	8	6	8.50	7	7	9
LVA_1195.t1	0	0	0	0	0	0	2	0	0	0	0	0	12	12	29	10	7	5	33	16	23
LVA_963.t1	0	0	0	0	0.50	0	0	0.50	0	0	0	0	0	0	0	0	1	0.50	0	0	0.50
LVA_77.t1	548	793	117	244	199	322	430	351	534.00	61	122	53	311	154	116	109	148	298	150	108	82
LVA_1173.t1	1	1.50	1	0.50	3	0.83	0	8.87	1.50	1.17	0	3.83	3	0.50	1.50	2.33	1.50	8.17	0	2.67	0.33
LVA_121.t1	2929.00	2837.67	3315.50	4525.50	2068	2703.50	4544.50	4060.50	2757	426	500	1369.67	1306.50	699	980	736.67	514.50	723	665.50	455.50	343.50
LVA_352.t1	78	103	59	84	132	203	53	50	45	8	6	6	223	150	219	322	227	399	177.50	150	145
LVA_181.t1	1	3	0	0	1	0	0	0	0	1	0	10	4	32	4	0	5	0	17	3	4
LVA_639.t1	30	39.50	35	37.50	76.50	24	29.50	24.50	85	11	22	10	49.50	38.50	36	34.50	39	51.50	41.50	48.50	44.50
LVA_834.t1	204.50	235.30	280.28	62.70	224.70	391.40	52.70	155.50	186.25	67.95	36	14	152.45	48	54.20	19.70	69.50	51.50	58.20	41.53	42.70
LVA_301.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.20	0.12	0.20	0	0	0	0	0	0
LVA_1381.t2	19970.50	21417.00	17810.00	16687.50	18096.00	21857.50	29618.50	21190.00	18957.00	30255.50	27483.50	29638.50	4171.00	2701.00	3190	1369.00	1947.50	1123.50	3621.00	2596	2677.50
LVA_1381.t1	16457.50	17650.00	14089.00	13122.50	15023.00	17579.50	16695.50	11582	11598.00	16107.50	14746.50	14141.50	3238	2098	2422	1061.00	1517.50	847.50	2670.50	1969	1987.50
LVA_978.t1	48.50	52.50	60	26.50	47.50	100.50	76	23	68.33	3.50	5	16.50	37.75	12	26.50	12	14.83	129	50	44	14
LVA_607.t1	118	135	109	80	13	129	178	130	148	16	12	28	40	50	32	30	25	58	65	65	72
